,authors,nom,prenom,rank_author,title,year,sex
1202,Monique Noirhomme-Fraiture,Noirhomme-Fraiture,Monique,2,Un modèle d&apos;extraction de masses de croyance à partir de probabilités à postériori pour une amélioration des performances en classification supervisée.,2010,Female
1204,Monique Noirhomme-Fraiture,Noirhomme-Fraiture,Monique,2,Classification de fonctions continues à l&apos;aide d&apos;une distribution et d&apos;une densité définies dans un espace de dimension infinie.,2007,Female
1205,Morgan Mathiaut,Mathiaut,Morgan,3,Tulip - a scalable graph visualization framework.,2010,Female
1257,Mostéfa Mokaddem,Mokaddem,Mostefa,3,CARTOCEL - un outil de cartographie des connaissances guidée par la machine cellulaire CASI.,2010,UKN
935,Mouna Chebbah,Chebbah,Mouna,1,Mesure de concordance pour les bases de données évidentielles.,2011,Female
934,Mouna Kamel,Kamel,Mouna,4,Enrichissement d&apos;ontologies grâce à l&apos;annotation sémantique de pages web.,2013,Female
1570,Mounir Asseraf,Asseraf,Mounir,1,Extension de la distance de Kolomogorov-Smirnov pour la segmentation et ses propriétés asymptotiques.,2001,Female
1431,Mounira Harzallah,Harzallah,Mounira,1,CRAIM - un modèle générique des compétences.,2002,Female
1430,Mounira Harzallah,Harzallah,Mounira,2,Raisonnement en gestion des compétences.,2005,Female
1429,Mounira Harzallah,Harzallah,Mounira,2,Une nouvelle mesure sémantique pour le calcul de la similarité entre deux concepts d&apos;une même ontologie.,2006,Female
1037,Moussa Benaissa,Benaissa,Moussa,1,Optimisation de l&apos;extraction de l&apos;alignment des ontologies avec la contrainte de différence.,2011,Male
1036,Moussa Lo,Lo,Moussa,4,Représentation compacte du contenu de sources RDF.,2012,Male
689,Moustafa Bensafi,Bensafi,Moustafa,5,Vers la découverte de modèles exceptionnels locaux - des règles descriptives liant les molécules à leurs odeurs.,2015,Male
987,Muhammad Aun Abbas,Aun,Muhammad,1,Dealing with upper ontologies and their mappings.,2012,Male
172,Musab Bairat,Bairat,Musab,3,Contextualisation de Singularités en Temps-Réel par Extraction de Connaissances du Web des Données.,2018,UKN
171,Musab Bairat,Bairat,Musab,2,Détection de Singularités en temps-réel par combinaison d&apos;apprentissage automatique et web sémantique basés sur Spark.,2018,UKN
161,Mustapha Aznag,Aznag,Mustapha,1,Représentations de services web - impact sur la découverte et la recommandation.,2012,Male
165,Mustapha Lebbah,Lebbah,Mustapha,2,Auto-organisation topologique et hiérarchique des données.,2010,Male
163,Mustapha Lebbah,Lebbah,Mustapha,2,Une nouvelle approche visuelle pour la classification hiérarchique et topologique.,2011,Male
157,Mustapha Lebbah,Lebbah,Mustapha,2,Clustering topologique pour le flux de données.,2015,Male
158,Mustapha Lebbah,Lebbah,Mustapha,3,Pondération de blocs de variables en bi-partitionnement topologique.,2014,Male
160,Mustapha Lebbah,Lebbah,Mustapha,3,Sélection de variables non supervisée sous contraintes hiérarchiques.,2013,Male
166,Mustapha Lebbah,Lebbah,Mustapha,2,Approche connexionniste pour l&apos;extraction de profils cas-témoins du cancer du Nasopharynx à partir des données issues d&apos;une étude épidémiologique.,2007,Male
155,Mustapha Lebbah,Lebbah,Mustapha,3,Mean-shift - Clustering scalable et distribué.,2018,Male
156,Mustapha Lebbah,Lebbah,Mustapha,4,Nouveau Modèle de Sélection de Caractéristiques basé sur la Théorie des Ensembles Approximatifs pour les Données Massives.,2018,Male
159,Mustapha Lebbah,Lebbah,Mustapha,2,Nouvelle approche de bi-partitionnement topologique.,2013,Male
162,Mustapha Lebbah,Lebbah,Mustapha,2,Détection de groupes outliers en classification non supervisée.,2012,Male
349,Myriam Lamolle,Lamolle,Myriam,3,Modlson - une nouvelle approche de modularisation d&apos;ontologies à grande échelle.,2012,Female
347,Myriam Maumy-Bertrand,Maumy-Bertrand,Myriam,3,Approche contextuelle par régression pour les tests A/B.,2018,Female
348,Myriam Maumy-Bertrand,Maumy-Bertrand,Myriam,3,Conception dun modèle généraliste pour lévaluation dun test A/B.,2017,Female
1299,Mélanie Courtine,Courtine,Melanie,2,Un espace de généralisations pour l&apos;extraction de règles d&apos;association.,2001,Female
1298,Mélanie Courtine,Courtine,Melanie,2,Un système pour l&apos;extraction de corrélations linéaires dans des données de génomique médicale.,2009,Female
1351,Nabil Benayadi,Benayadi,Nabil,1,Une J-mesure orientée pour élaguer des modèles de chroniques.,2008,Female
1352,Nabil Benayadi,Benayadi,Nabil,1,Découverte de chroniques à partir de séquences d&apos;événements pour la supervision de processus dynamiques.,2007,Female
1353,Nabil Benayadi,Benayadi,Nabil,1,Approche entropique pour l&apos;analyse de modèle de chroniques.,2006,Female
1226,Nacim Ihaddadene,Ihaddadene,Nacim,2,Analyse globale du flux optique pour la détection d&apos;évènements dans une scène de foule.,2010,Female
832,Nacéra Bennacer,Bennacer,Nacera,1,Réconciliation des profils dans les réseaux sociaux.,2014,Female
833,Nacéra Madani Aissaoui,Madani,Nacera,2,ARABASE - base de données Web pour l&apos;exploitation en reconnaissance optique de l&apos;écriture arabe.,2006,Female
1502,Nada Matta,Matta,Nada,2,"Une méthode pour l&apos;appropriation de savoir-faire, capitalisé avec MASK.",2004,Female
1503,Nada Matta,Matta,Nada,3,Gestion des connaissances dans une entreprise étendue - Mémoire d&apos;entreprise et systèmes d&apos;information coopératifs interentreprises.,2001,Female
802,Nadia Bouassida,Bouassida,Nadia,1,Script alignment based video retrieval.,2001,Female
798,Nadia Kabachi,Kabachi,Nadia,2,Application du paradigme MapReduce aux données ouvertes Cas - Accessibilité des personnes à mobilité réduite aux musées.,2014,Female
799,Nadia Kabachi,Kabachi,Nadia,3,Construction de cube OLAP à partir d&apos;un entrepôt de données orienté colonnes.,2014,Female
800,Nadia Nadah,Nadah,Nadia,6,DaFOE - une plateforme pour construire des ontologies à partir de textes et de thésaurus.,2010,Female
1536,Nadine Cullot,Cullot,Nadine,1,Une méthode de réconciliation sémantique pour l&apos;extraction de connaissances.,2003,Female
1442,Nadjim Chelghoum,Chelghoum,Nadjim,1,Arbre de décision spatial - Application en sécurité routière.,2001,Male
1441,Nadjim Chelghoum,Chelghoum,Nadjim,1,Fouille de données spatiales par arbre de décision multi-thème.,2002,Male
1440,Nadjim Chelghoum,Chelghoum,Nadjim,1,Mise en oeuvre des méthodes de fouille de données spatiales - Alternatives et performances.,2004,Male
1439,Nadjim Chelghoum,Chelghoum,Nadjim,1,Fouille de données spatiales. Approche basée sur la programmation logique inductive.,2006,Male
1435,Najoua Essoukri Ben Amara,Essoukri,Najoua,3,ARABASE - base de données Web pour l&apos;exploitation en reconnaissance optique de l&apos;écriture arabe.,2006,Female
818,Naouel Barigou,Barigou,Naouel,2,Sélection de prototypes en vue d&apos;une catégorisation de textes avec les K plus proches voisins - étude comparative.,2014,Female
819,Naouel Barigou,Barigou,Naouel,4,Accélération de la méthode des K plus proches voisins pour la catégorisation de textes.,2013,Female
778,Natalia Grabar,Grabar,Natalia,1,Deux approches pour catégoriser le risque.,2015,Female
921,Nathalie Aussenac-Gilles,Aussenac-Gilles,Nathalie,3,DaFOE - une plateforme pour construire des ontologies à partir de textes et de thésaurus.,2010,Female
918,Nathalie Aussenac-Gilles,Aussenac-Gilles,Nathalie,1,Enrichissement d&apos;ontologies grâce à l&apos;annotation sémantique de pages web.,2013,Female
924,Nathalie Friburger,Friburger,Nathalie,1,Prétraitements pour l&apos;extraction de connaissances sur les anthroponymes.,2001,Female
922,Nathalie Hernandez,Hernandez,Nathalie,5,DaFOE - une plateforme pour construire des ontologies à partir de textes et de thésaurus.,2010,Female
923,Nathalie Lagunas,Lagunas,Nathalie,3,Génération automatique d&apos;une structure hiérarchique de concepts et de documents à partir de corpus.,2003,Female
589,Nazha Selmaoui-Folcher,Selmaoui-Folcher,Nazha,3,Extraction des évolutions récurrentes dans un unique graphe dynamique attribué.,2017,Female
501,Nedra Mellouli,Mellouli,Nedra,2,Sélection ciblée des descripteurs visuels pour la recherche dimages - une approche basée sur les règles dassociation.,2017,UKN
1328,Nguyen-Khang Pham,Pham,Nguyen-Khang,3,Un nouvel algorithme de forêts aléatoires d&apos;arbres obliques particulièrement adapté à la classification de données en grandes dimensions.,2009,Female
1070,Nhan Le Thanh,Le,Nhan,5,Modélisation de documents réglementaires dans le domaine du bâtiment.,2012,Male
957,Nhat-Quang Doan,Doan,Nhat-Quang,1,Sélection de variables non supervisée sous contraintes hiérarchiques.,2013,UKN
403,Nicolas Bonnel,Bonnel,Nicolas,1,Classification non supervisée et visualisation 3D de documents.,2005,Male
401,Nicolas Béchet,Béchet,Nicolas,1,ExpLSA - utilisation d&apos;informations syntaxico-sémantiques associées à LSA pour améliorer les méthodes de classification conceptuelle.,2008,Male
399,Nicolas Béchet,Béchet,Nicolas,1,Comment valider automatiquement des relations syntaxiques induites.,2009,Male
384,Nicolas Béchet,Béchet,Nicolas,2,Apprentissage de structures séquentielles pour lextraction dentités et de relations dans des textes dappels doffres.,2017,Male
404,Nicolas Chanchevrier,Chanchevrier,Nicolas,3,Approche innovante pour la recherche et l&apos;extraction coopérative et dynamique d&apos;informations sur Internet.,2004,Male
397,Nicolas Delaforge,Delaforge,Nicolas,4,ISICIL - intégration sémantique d&apos;informations à travers des communautés d&apos;intelligence en ligne.,2011,Male
396,Nicolas Delaforge,Delaforge,Nicolas,3,SweetDeki - le wiki sémantique couteau suisse du réseau social ISICIL.,2012,Male
386,Nicolas Dugué,Dugué,Nicolas,1,Une métrique de sélection de variables appliquée à la centralité et à la détection des rôles communautaires.,2017,Male
389,Nicolas Dugué,Dugué,Nicolas,1,Identification de rôles communautaires dans des réseaux orientés appliquée à Twitter.,2014,Male
391,Nicolas Dugué,Dugué,Nicolas,1,Les capitalistes sociaux sur Twitter - détection via des mesures de similarité.,2013,Male
402,Nicolas Durand,Durand,Nicolas,5,Navigation et appariement d&apos;objets géographiques dans une ontologie.,2007,Male
395,Nicolas Durand,Durand,Nicolas,3,Représentations de services web - impact sur la découverte et la recommandation.,2012,Male
383,Nicolas Faure,Faure,Nicolas,1,Elaboration et utilisation d&apos;une base de connaissances d&apos;un domaine technique.,2018,Male
394,Nicolas Greffard,Greffard,Nicolas,1,3D - de nouvelles perspectives en fouille exploratoire avec la stéréoscopie.,2013,Male
392,Nicolas Jay,Jay,Nicolas,5,Vers une mesure de similarité pour les séquences complexes.,2013,Male
382,Nicolas Kieffer,Kieffer,Nicolas,2,Prise en compte de la structure des documents pour une indexation performante.,2018,Male
387,Nicolas Labroche,Labroche,Nicolas,2,Classification évidentielle avec contraintes d&apos;étiquettes.,2015,Male
390,Nicolas Labroche,Labroche,Nicolas,2,"SNOW, un algorithme exploratoire pour le subspace clustering.",2013,Male
398,Nicolas Lachiche,Lachiche,Nicolas,2,"Propositionaliser des attributs numériques sans les discrétiser, ni les agréger.",2011,Male
388,Nicolas Lachiche,Lachiche,Nicolas,2,Approche relationnelle de l&apos;apprentissage de séquences.,2015,Male
393,Nicolas Lachiche,Lachiche,Nicolas,4,Classification multi-étiquettes pour l&apos;alignement multiple de séquences protéiques.,2013,Male
405,Nicolas Monmarché,Monmarché,Nicolas,2,Exploration de données multimédia par réalité virtuelle.,2003,Male
406,Nicolas Nicoloyannis,Nicoloyannis,Nicolas,3,Un cadre topologique pour OLAP.,2001,Male
400,Nicolas Pecheur,Pecheur,Nicolas,2,DBFrequentQueries - Extraction de requêtes fréquentes.,2009,Male
385,Nicolas Voisine,Voisine,Nicolas,2,Sélection et transformation de variables pour la classification Multi-Label par une approche MDL.,2017,Male
1101,Nicole Vincent,Vincent,Nicole,3,Caractérisation d&apos;une région d&apos;intérêt dans les images.,2005,Female
1100,Nicole Vincent,Vincent,Nicole,4,Combinaison de classificateurs simples pour une sélection rapide de caractéristiques.,2012,Female
779,Niña Kerry,Kerry,Nina,2,Deux approches pour catégoriser le risque.,2015,Female
1434,Noura Bouzrara,Bouzrara,Noura,1,ARABASE - base de données Web pour l&apos;exploitation en reconnaissance optique de l&apos;écriture arabe.,2006,Female
1543,Nourdine Badji,Badji,Nourdine,2,Vers un système d&apos;aide à la décision en géomatique.,2003,Female
504,Noureddine Azzouza,Azzouza,Noureddine,1,Une plateforme danalyse dopinions en temps réel sur Twitter avec recommandation.,2017,Male
506,Noureddine Ellouze,Ellouze,Noureddine,3,Différentes variantes GMM-SMOs pour l&apos;identification du locuteur.,2010,Male
508,Noureddine Mouaddib,Mouaddib,Noureddine,2,Outil de classification et de visualisation de grands volumes de données mixtes.,2005,Male
505,Noureddine Yacine Nair Benrekia,Yacine,Noureddine,1,Sélection d&apos;une méthode de classification multi-label pour un système interactif.,2014,Male
992,Nourhène Alaya,Alaya,Nourhene,1,Modlson - une nouvelle approche de modularisation d&apos;ontologies à grande échelle.,2012,UKN
1365,Noël Conruyt,Conruyt,Noel,1,Méthodologie de définition de e-services pour la gestion des connaissances à partir d&apos;un plateau de créativité - application au e-learning instrumental.,2008,Male
1366,Noël Lucas,Lucas,Noel,2,Fouille de données visuelle et analyse de facteurs de risque médical.,2003,Male
500,Olfa Allani,Allani,Olfa,1,Sélection ciblée des descripteurs visuels pour la recherche dimages - une approche basée sur les règles dassociation.,2017,UKN
196,Olivier Bousquet,Bousquet,Olivier,4,SSC - statistical subspace clustering.,2005,Male
188,Olivier Champalle,Champalle,Olivier,1,Réutiliser les connaissances d&apos;expert pour assister l&apos;analyse de l&apos;activité sur simulateur pleine échelle de conduite de centrale nucléaire - Approche à base de M-Trace.,2013,Male
190,Olivier Corby,Corby,Olivier,3,ISICIL - intégration sémantique d&apos;informations à travers des communautés d&apos;intelligence en ligne.,2011,Male
189,Olivier Corby,Corby,Olivier,4,Modélisation de documents réglementaires dans le domaine du bâtiment.,2012,Male
197,Olivier Couturier,Couturier,Olivier,1,Recherche de règles d&apos;association hiérarchiques par une approche anthropocentrée.,2004,Male
194,Olivier Couturier,Couturier,Olivier,1,Vers une plate-forme interactive pour la visualisation de grands ensembles de règles d&apos;association.,2007,Male
181,Olivier Curé,Curé,Olivier,4,Détection de Singularités en temps-réel par combinaison d&apos;apprentissage automatique et web sémantique basés sur Spark.,2018,Male
182,Olivier Curé,Curé,Olivier,4,Contextualisation de Singularités en Temps-Réel par Extraction de Connaissances du Web des Données.,2018,Male
183,Olivier Curé,Curé,Olivier,3,Gestion de Connaissances en Temps Réel depuis des Flux Massifs de Données et Apprentissage Automatique.,2017,Male
187,Olivier Parisot,Parisot,Olivier,2,Une heuristique pour le paramétrage automatique de l&apos;algorithme de clustering spectral.,2014,Male
184,Olivier Parisot,Parisot,Olivier,2,Faciliter les contributions personnelles pour préserver la mémoire des événements historiques.,2017,Male
